MAL_ID,SEPERATE,Name,SEPERATE,Score,SEPERATE,Genres,SEPERATE,Type,SEPERATE,Episodes,SEPERATE,Premiered,SEPERATE,Ranked,SEPERATE,Popularity,SEPERATE,Favorites,END
10335,SEPERATE,Konpeki no Kantai: Sourai Kaihatsu Monogatari,SEPERATE,Unknown,SEPERATE,"Military, Historical",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,15142,SEPERATE,12800,SEPERATE,0,END
10336,SEPERATE,Last Exile: Ginyoku no Fam,SEPERATE,7.09,SEPERATE,"Action, Adventure, Sci-Fi",SEPERATE,TV,SEPERATE,21,SEPERATE,Fall 2011,SEPERATE,3251,SEPERATE,2569,SEPERATE,97,END
10338,SEPERATE,Honto ni Atta! Reibai Sensei,SEPERATE,6.55,SEPERATE,"Comedy, School, Shounen, Supernatural",SEPERATE,TV,SEPERATE,22,SEPERATE,Spring 2011,SEPERATE,5643,SEPERATE,5717,SEPERATE,9,END
10342,SEPERATE,Tetsuwan Atom: Uchuu no Yuusha,SEPERATE,6.29,SEPERATE,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,6961,SEPERATE,9876,SEPERATE,1,END
10346,SEPERATE,Ring ni Kakero 1: Sekai Taikai-hen,SEPERATE,6.45,SEPERATE,Sports,SEPERATE,TV,SEPERATE,6,SEPERATE,Spring 2011,SEPERATE,6140,SEPERATE,10276,SEPERATE,14,END
10347,SEPERATE,Happy Kappy,SEPERATE,5.44,SEPERATE,"Comedy, Fantasy, Shoujo",SEPERATE,TV,SEPERATE,25,SEPERATE,Spring 2011,SEPERATE,9845,SEPERATE,10309,SEPERATE,2,END
10348,SEPERATE,Fireball Charming,SEPERATE,6.8,SEPERATE,Sci-Fi,SEPERATE,TV,SEPERATE,13,SEPERATE,Spring 2011,SEPERATE,4427,SEPERATE,5556,SEPERATE,17,END
10349,SEPERATE,Suzy's Zoo: Daisuki! Witzy,SEPERATE,6.02,SEPERATE,Kids,SEPERATE,TV,SEPERATE,25,SEPERATE,Spring 2011,SEPERATE,8157,SEPERATE,11919,SEPERATE,1,END
10350,SEPERATE,Hakuouki Sekkaroku,SEPERATE,7.65,SEPERATE,"Action, Historical, Demons, Drama, Fantasy, Josei",SEPERATE,OVA,SEPERATE,6,SEPERATE,Unknown,SEPERATE,1156,SEPERATE,3358,SEPERATE,92,END
10351,SEPERATE,Tenchi Muyou! Ryououki 2nd Season Picture Drama,SEPERATE,6.91,SEPERATE,"Comedy, Sci-Fi, Shounen, Space",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3976,SEPERATE,6438,SEPERATE,6,END
10353,SEPERATE,Okama Hakusho,SEPERATE,Unknown,SEPERATE,"Comedy, Seinen",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,11320,SEPERATE,12082,SEPERATE,0,END
10354,SEPERATE,Kakomareta Sekai,SEPERATE,5.73,SEPERATE,Drama,SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9068,SEPERATE,9643,SEPERATE,0,END
10355,SEPERATE,Twinkle Heart: Gingakei made Todokanai,SEPERATE,5.3,SEPERATE,"Adventure, Comedy, Space",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,10122,SEPERATE,10614,SEPERATE,1,END
10357,SEPERATE,Jinrui wa Suitai Shimashita,SEPERATE,7.78,SEPERATE,"Comedy, Fantasy, Seinen",SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2012,SEPERATE,867,SEPERATE,935,SEPERATE,1875,END
10359,SEPERATE,Jewelpet Sunshine,SEPERATE,6.52,SEPERATE,"Fantasy, Magic, Shoujo",SEPERATE,TV,SEPERATE,52,SEPERATE,Spring 2011,SEPERATE,5776,SEPERATE,7226,SEPERATE,17,END
10360,SEPERATE,Kinniku Banzuke: Kongou-kun no Daibouken!,SEPERATE,5.25,SEPERATE,"Action, Shounen, Sports",SEPERATE,TV,SEPERATE,3,SEPERATE,Summer 2001,SEPERATE,10234,SEPERATE,12384,SEPERATE,0,END
10361,SEPERATE,Macross F: Choujikuu Gekijou,SEPERATE,6.37,SEPERATE,"Comedy, Slice of Life",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,6575,SEPERATE,7855,SEPERATE,0,END
10368,SEPERATE,Teleclub no Himitsu,SEPERATE,5.31,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,12533,SEPERATE,0,END
10369,SEPERATE,Shougeki Shinsengumi,SEPERATE,Unknown,SEPERATE,"Comedy, Historical",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,12042,SEPERATE,14953,SEPERATE,0,END
10370,SEPERATE,Metal Fight Beyblade 4D,SEPERATE,6.8,SEPERATE,"Adventure, Sports",SEPERATE,TV,SEPERATE,52,SEPERATE,Spring 2011,SEPERATE,4446,SEPERATE,3143,SEPERATE,114,END
10372,SEPERATE,Kamisama Dolls,SEPERATE,7.04,SEPERATE,"Action, Seinen, Supernatural",SEPERATE,TV,SEPERATE,13,SEPERATE,Summer 2011,SEPERATE,3492,SEPERATE,1906,SEPERATE,88,END
10373,SEPERATE,Soul Link Picture Drama,SEPERATE,5.68,SEPERATE,"Romance, Sci-Fi",SEPERATE,Special,SEPERATE,3,SEPERATE,Unknown,SEPERATE,9206,SEPERATE,10639,SEPERATE,0,END
10375,SEPERATE,Denshinbashira no Okaasan,SEPERATE,5.76,SEPERATE,Drama,SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,8966,SEPERATE,12609,SEPERATE,0,END
10378,SEPERATE,Shinryaku!? Ika Musume,SEPERATE,7.51,SEPERATE,"Comedy, Shounen, Slice of Life",SEPERATE,TV,SEPERATE,12,SEPERATE,Fall 2011,SEPERATE,1543,SEPERATE,1700,SEPERATE,155,END
10379,SEPERATE,Natsume Yuujinchou San,SEPERATE,8.6,SEPERATE,"Slice of Life, Demons, Supernatural, Drama, Shoujo",SEPERATE,TV,SEPERATE,13,SEPERATE,Summer 2011,SEPERATE,67,SEPERATE,738,SEPERATE,1287,END
10380,SEPERATE,Oni Chichi: Re-birth,SEPERATE,7.13,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,3004,SEPERATE,214,END
10384,SEPERATE,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,SEPERATE,6.57,SEPERATE,"Comedy, Romance, School, Shoujo Ai",SEPERATE,ONA,SEPERATE,10,SEPERATE,Unknown,SEPERATE,5517,SEPERATE,4987,SEPERATE,25,END
10389,SEPERATE,Momo e no Tegami,SEPERATE,7.63,SEPERATE,"Supernatural, Drama",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,1208,SEPERATE,1936,SEPERATE,139,END
10390,SEPERATE,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,SEPERATE,6.41,SEPERATE,"Game, Comedy",SEPERATE,Special,SEPERATE,3,SEPERATE,Unknown,SEPERATE,6369,SEPERATE,5589,SEPERATE,4,END
10391,SEPERATE,Kuragehime: Soreike! Amars Tankentai,SEPERATE,5.64,SEPERATE,"Adventure, Comedy, Josei",SEPERATE,Special,SEPERATE,6,SEPERATE,Unknown,SEPERATE,9308,SEPERATE,5252,SEPERATE,3,END
10392,SEPERATE,Pet Life,SEPERATE,6.32,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6314,SEPERATE,20,END
10396,SEPERATE,Ben-To,SEPERATE,7.28,SEPERATE,"Action, Comedy, Martial Arts",SEPERATE,TV,SEPERATE,12,SEPERATE,Fall 2011,SEPERATE,2412,SEPERATE,537,SEPERATE,1084,END
10397,SEPERATE,Mashiro-iro Symphony: The Color of Lovers,SEPERATE,7.11,SEPERATE,"Harem, Drama, Romance, School",SEPERATE,TV,SEPERATE,12,SEPERATE,Fall 2011,SEPERATE,3180,SEPERATE,1137,SEPERATE,491,END
10405,SEPERATE,Xi Avant,SEPERATE,6.24,SEPERATE,"Adventure, Sci-Fi",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7189,SEPERATE,7870,SEPERATE,0,END
10406,SEPERATE,Spelunker Sensei,SEPERATE,5.11,SEPERATE,Comedy,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,10456,SEPERATE,8229,SEPERATE,5,END
10407,SEPERATE,Shimanchu MiRiKa,SEPERATE,5.55,SEPERATE,Slice of Life,SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9550,SEPERATE,12288,SEPERATE,0,END
10408,SEPERATE,Hotarubi no Mori e,SEPERATE,8.38,SEPERATE,"Drama, Romance, Shoujo, Supernatural",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,167,SEPERATE,199,SEPERATE,8735,END
10409,SEPERATE,Kyouhaku: Owaranai Ashita - Special Stage,SEPERATE,5.26,SEPERATE,Hentai,SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,10993,SEPERATE,0,END
10417,SEPERATE,Gyo,SEPERATE,5.45,SEPERATE,Horror,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9806,SEPERATE,2337,SEPERATE,44,END
10418,SEPERATE,Deadman Wonderland: Akai Knife Tsukai,SEPERATE,6.98,SEPERATE,"Action, Sci-Fi, Horror, Shounen",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3697,SEPERATE,1242,SEPERATE,81,END
10419,SEPERATE,Menkui!,SEPERATE,7.12,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,4819,SEPERATE,54,END
10420,SEPERATE,Gakuen 3,SEPERATE,6.53,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6872,SEPERATE,14,END
10421,SEPERATE,Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,SEPERATE,6.41,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6374,SEPERATE,12,END
10424,SEPERATE,Ona x2,SEPERATE,5.5,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,9086,SEPERATE,1,END
10429,SEPERATE,Otoko no Ko Ojousama,SEPERATE,6.12,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7549,SEPERATE,7,END
10431,SEPERATE,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",SEPERATE,6.82,SEPERATE,"Comedy, Parody",SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4331,SEPERATE,3264,SEPERATE,15,END
10435,SEPERATE,Boyfriend,SEPERATE,5.74,SEPERATE,"Sports, Romance, Shoujo",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9038,SEPERATE,11243,SEPERATE,1,END
10436,SEPERATE,Animal Dance,SEPERATE,4.83,SEPERATE,"Music, Dementia",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,10730,SEPERATE,10942,SEPERATE,2,END
10444,SEPERATE,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,SEPERATE,7.16,SEPERATE,"Action, Adventure, Fantasy, Comedy, Shounen",SEPERATE,TV,SEPERATE,24,SEPERATE,Spring 2011,SEPERATE,2934,SEPERATE,3490,SEPERATE,51,END
10445,SEPERATE,Perfect Day,SEPERATE,7.39,SEPERATE,Music,SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,1925,SEPERATE,4826,SEPERATE,20,END
10447,SEPERATE,Aquarion Evol,SEPERATE,7.14,SEPERATE,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",SEPERATE,TV,SEPERATE,26,SEPERATE,Winter 2012,SEPERATE,3015,SEPERATE,1483,SEPERATE,444,END
10448,SEPERATE,Rain Town,SEPERATE,7.19,SEPERATE,Drama,SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2796,SEPERATE,3697,SEPERATE,40,END
10456,SEPERATE,Kyoukaisenjou no Horizon,SEPERATE,7.1,SEPERATE,"Action, Sci-Fi, Fantasy",SEPERATE,TV,SEPERATE,13,SEPERATE,Fall 2011,SEPERATE,3198,SEPERATE,962,SEPERATE,813,END
10457,SEPERATE,JK to Inkou Kyoushi 4,SEPERATE,6.65,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,5438,SEPERATE,32,END
10458,SEPERATE,Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,SEPERATE,6.88,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,5258,SEPERATE,72,END
10459,SEPERATE,Puu-Neko,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,TV,SEPERATE,11,SEPERATE,Spring 2011,SEPERATE,11649,SEPERATE,10857,SEPERATE,0,END
10460,SEPERATE,Kimi to Boku.,SEPERATE,7.7,SEPERATE,"Comedy, Drama, Romance, School, Shounen, Slice of Life",SEPERATE,TV,SEPERATE,13,SEPERATE,Fall 2011,SEPERATE,1010,SEPERATE,1000,SEPERATE,1315,END
10463,SEPERATE,Exper Zenon,SEPERATE,5.57,SEPERATE,"Action, Sci-Fi",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9501,SEPERATE,9811,SEPERATE,1,END
10464,SEPERATE,Seitokai no Ichizon Lv.2,SEPERATE,7.38,SEPERATE,"Harem, Comedy, Parody, School",SEPERATE,ONA,SEPERATE,10,SEPERATE,Unknown,SEPERATE,1990,SEPERATE,1954,SEPERATE,91,END
10465,SEPERATE,Manyuu Hikenchou,SEPERATE,6.22,SEPERATE,"Action, Comedy, Historical, Ecchi, Samurai, Seinen",SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2011,SEPERATE,7263,SEPERATE,2025,SEPERATE,203,END
10466,SEPERATE,Phantom Yuusha Densetsu,SEPERATE,5.33,SEPERATE,"Action, Military, Drama, Seinen",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,10085,SEPERATE,11741,SEPERATE,0,END
10469,SEPERATE,Sayonara Zetsubou Sensei Special,SEPERATE,7.51,SEPERATE,"Comedy, Mystery, Parody, Shounen",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,1558,SEPERATE,4105,SEPERATE,5,END
10470,SEPERATE,God Eater Prologue,SEPERATE,6.69,SEPERATE,"Action, Fantasy, Military, Sci-Fi",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4966,SEPERATE,2907,SEPERATE,33,END
10471,SEPERATE,Ie Naki Ko Remy Specials,SEPERATE,7.54,SEPERATE,"Adventure, Drama",SEPERATE,Special,SEPERATE,3,SEPERATE,Unknown,SEPERATE,1461,SEPERATE,8952,SEPERATE,6,END
10477,SEPERATE,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,SEPERATE,6.19,SEPERATE,"Comedy, Sci-Fi",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7400,SEPERATE,4585,SEPERATE,3,END
10479,SEPERATE,Beelzebub Specials,SEPERATE,7.37,SEPERATE,"Action, Comedy, Supernatural, Demons, School, Shounen",SEPERATE,Special,SEPERATE,16,SEPERATE,Unknown,SEPERATE,2012,SEPERATE,3732,SEPERATE,30,END
10481,SEPERATE,Otohime Connection,SEPERATE,6.22,SEPERATE,"Slice of Life, Mystery, Drama, Romance, Shoujo",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7267,SEPERATE,11611,SEPERATE,1,END
10483,SEPERATE,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",SEPERATE,7.27,SEPERATE,"Action, Historical, Samurai",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2464,SEPERATE,5774,SEPERATE,4,END
10488,SEPERATE,Shocking Pink!,SEPERATE,6.88,SEPERATE,"Harem, Hentai",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,5211,SEPERATE,26,END
10490,SEPERATE,Blood-C,SEPERATE,6.56,SEPERATE,"Action, Mystery, Horror, Supernatural, Vampire, School",SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2011,SEPERATE,5558,SEPERATE,573,SEPERATE,855,END
10491,SEPERATE,Higurashi no Naku Koro ni Kira,SEPERATE,6.54,SEPERATE,"Mystery, Parody",SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,5674,SEPERATE,1793,SEPERATE,160,END
10495,SEPERATE,Yuru Yuri,SEPERATE,7.6,SEPERATE,"Slice of Life, Comedy, School, Shoujo Ai",SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2011,SEPERATE,1274,SEPERATE,511,SEPERATE,4416,END
10497,SEPERATE,Hetalia World Series Specials,SEPERATE,7.53,SEPERATE,"Comedy, Historical, Parody",SEPERATE,Special,SEPERATE,4,SEPERATE,Unknown,SEPERATE,1490,SEPERATE,3542,SEPERATE,63,END
10500,SEPERATE,Ojiisan no Lamp,SEPERATE,7.57,SEPERATE,"Drama, Historical",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,1355,SEPERATE,3879,SEPERATE,12,END
10501,SEPERATE,Bannou Yasai Ninninman,SEPERATE,6.01,SEPERATE,"Comedy, Supernatural",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,8177,SEPERATE,6624,SEPERATE,0,END
10502,SEPERATE,Tansu Warashi.,SEPERATE,6.78,SEPERATE,"Slice of Life, Comedy, Supernatural",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4518,SEPERATE,6417,SEPERATE,1,END
10504,SEPERATE,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,SEPERATE,7.07,SEPERATE,"Mystery, Historical, Shounen",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3352,SEPERATE,4324,SEPERATE,22,END
10506,SEPERATE,Shiawase Haitatsu Taneko,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,TV,SEPERATE,Unknown,SEPERATE,Spring 2011,SEPERATE,11945,SEPERATE,12128,SEPERATE,1,END
10507,SEPERATE,Inazuma Eleven Go,SEPERATE,6.98,SEPERATE,"Shounen, Sports, Super Power",SEPERATE,TV,SEPERATE,47,SEPERATE,Spring 2011,SEPERATE,3702,SEPERATE,2143,SEPERATE,307,END
10509,SEPERATE,Hoero! Bun Bun (Movie),SEPERATE,Unknown,SEPERATE,Kids,SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,14461,SEPERATE,14012,SEPERATE,0,END
10511,SEPERATE,Toyama Kankou Anime Project,SEPERATE,5.48,SEPERATE,"Slice of Life, Historical",SEPERATE,Special,SEPERATE,6,SEPERATE,Unknown,SEPERATE,9755,SEPERATE,10536,SEPERATE,1,END
10513,SEPERATE,Usavich IV,SEPERATE,6.65,SEPERATE,Comedy,SEPERATE,TV,SEPERATE,13,SEPERATE,Spring 2011,SEPERATE,5125,SEPERATE,8321,SEPERATE,1,END
10516,SEPERATE,Anemone,SEPERATE,6.48,SEPERATE,"Magic, Supernatural, Drama",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,5972,SEPERATE,7223,SEPERATE,6,END
10519,SEPERATE,Mahou Shoujo Sonico★Magica,SEPERATE,5.82,SEPERATE,"Music, Parody",SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,8769,SEPERATE,3762,SEPERATE,16,END
10521,SEPERATE,Working'!!,SEPERATE,7.87,SEPERATE,"Comedy, Romance, Seinen, Slice of Life",SEPERATE,TV,SEPERATE,13,SEPERATE,Fall 2011,SEPERATE,717,SEPERATE,672,SEPERATE,449,END
10524,SEPERATE,Duel Masters Victory,SEPERATE,5.82,SEPERATE,"Action, Adventure, Comedy, Shounen",SEPERATE,TV,SEPERATE,52,SEPERATE,Spring 2011,SEPERATE,8759,SEPERATE,10214,SEPERATE,1,END
10525,SEPERATE,Shinseiki Duel Masters Flash,SEPERATE,5.8,SEPERATE,"Comedy, Kids",SEPERATE,TV,SEPERATE,24,SEPERATE,Spring 2006,SEPERATE,8853,SEPERATE,11707,SEPERATE,0,END
10526,SEPERATE,Duel Masters Zero,SEPERATE,5.99,SEPERATE,"Action, Game, Kids",SEPERATE,TV,SEPERATE,24,SEPERATE,Fall 2007,SEPERATE,8283,SEPERATE,9549,SEPERATE,1,END
10527,SEPERATE,Duel Masters Cross,SEPERATE,6.35,SEPERATE,"Action, Adventure, Comedy, Shounen",SEPERATE,TV,SEPERATE,100,SEPERATE,Spring 2008,SEPERATE,6641,SEPERATE,8952,SEPERATE,2,END
10528,SEPERATE,Duel Masters Cross Shock,SEPERATE,6.2,SEPERATE,"Action, Adventure, Comedy, Shounen",SEPERATE,TV,SEPERATE,50,SEPERATE,Spring 2010,SEPERATE,7345,SEPERATE,9218,SEPERATE,1,END
10531,SEPERATE,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,SEPERATE,7.35,SEPERATE,"Adventure, Police, Comedy, Mystery, Shounen",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2119,SEPERATE,5303,SEPERATE,13,END
10532,SEPERATE,Working'!! Announcement Specials,SEPERATE,6.79,SEPERATE,Comedy,SEPERATE,ONA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,4471,SEPERATE,4413,SEPERATE,10,END
10533,SEPERATE,Fujilog,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,TV,SEPERATE,13,SEPERATE,Spring 2011,SEPERATE,13984,SEPERATE,12358,SEPERATE,0,END
10534,SEPERATE,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,SEPERATE,7.91,SEPERATE,"Adventure, Comedy, Kids, Fantasy, Mecha, Shounen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,666,SEPERATE,5946,SEPERATE,46,END
10536,SEPERATE,Kimi ni Todoke 2nd Season: Minitodo Gekijou,SEPERATE,7.32,SEPERATE,"Comedy, Romance, Shoujo",SEPERATE,Special,SEPERATE,3,SEPERATE,Unknown,SEPERATE,2250,SEPERATE,2619,SEPERATE,53,END
10539,SEPERATE,Hato no Oyome-san,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,TV,SEPERATE,4,SEPERATE,Spring 2011,SEPERATE,14300,SEPERATE,13183,SEPERATE,0,END
10540,SEPERATE,Genki!! Ekoda-chan,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,TV,SEPERATE,22,SEPERATE,Spring 2011,SEPERATE,14114,SEPERATE,11034,SEPERATE,0,END
10541,SEPERATE,Shuukan Shimakou,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,TV,SEPERATE,11,SEPERATE,Spring 2011,SEPERATE,12083,SEPERATE,12161,SEPERATE,0,END
10545,SEPERATE,The Epic Of ZektBach,SEPERATE,5.86,SEPERATE,"Action, Supernatural, Fantasy",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,8666,SEPERATE,7391,SEPERATE,4,END
10546,SEPERATE,Rinkan Club,SEPERATE,6.61,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,5803,SEPERATE,53,END
10547,SEPERATE,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,SEPERATE,6.43,SEPERATE,"Drama, Ecchi, Fantasy, Harem, Romance",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,6255,SEPERATE,4621,SEPERATE,4,END
10549,SEPERATE,Precure All Stars GoGo Dream Live!,SEPERATE,6.83,SEPERATE,"Action, Fantasy, Magic, Shoujo",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4301,SEPERATE,7765,SEPERATE,4,END
10552,SEPERATE,Akebi no Hana: Maho,SEPERATE,5.75,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7241,SEPERATE,11,END
10553,SEPERATE,Betsu ni Anta no Tame ni Ookiku Natta n ja Nai n Dakara ne!!,SEPERATE,6.21,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,5940,SEPERATE,12,END
10554,SEPERATE,Yakyuukyou no Uta,SEPERATE,6.49,SEPERATE,"Action, Drama, Sports",SEPERATE,TV,SEPERATE,25,SEPERATE,Winter 1978,SEPERATE,5927,SEPERATE,10835,SEPERATE,1,END
10562,SEPERATE,Machine Hayabusa,SEPERATE,6.18,SEPERATE,"Action, Cars, Sports, Shounen",SEPERATE,TV,SEPERATE,21,SEPERATE,Spring 1976,SEPERATE,7446,SEPERATE,11478,SEPERATE,0,END
10563,SEPERATE,Yakyuukyou no Uta: Kita no Ookami Minami no Tora,SEPERATE,Unknown,SEPERATE,"Action, Sports, Drama",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,12950,SEPERATE,13376,SEPERATE,1,END
10564,SEPERATE,Korogashi Ryouta,SEPERATE,Unknown,SEPERATE,"Action, Comedy, Seinen",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,15154,SEPERATE,14188,SEPERATE,1,END
10568,SEPERATE,Kamisama no Memochou,SEPERATE,7.54,SEPERATE,Mystery,SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2011,SEPERATE,1455,SEPERATE,715,SEPERATE,787,END
10570,SEPERATE,Inshitsu Otaku ni Ikareru Kanojo,SEPERATE,6.15,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6584,SEPERATE,26,END
10572,SEPERATE,Ro-Kyu-Bu!,SEPERATE,6.84,SEPERATE,"Comedy, Ecchi, School, Sports",SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2011,SEPERATE,4287,SEPERATE,1805,SEPERATE,206,END
10573,SEPERATE,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,SEPERATE,7.54,SEPERATE,"Sports, Shounen",SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,1465,SEPERATE,5114,SEPERATE,11,END
10575,SEPERATE,Naisho no Wakana-san,SEPERATE,5.96,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7710,SEPERATE,10,END
10578,SEPERATE,C³,SEPERATE,6.66,SEPERATE,"Action, Comedy, Ecchi, School, Supernatural",SEPERATE,TV,SEPERATE,12,SEPERATE,Fall 2011,SEPERATE,5063,SEPERATE,952,SEPERATE,257,END
